TARİH,SAAT,CEH.2 ÜST1 SET ISI_FARK
2024-12-11,22:12:00,360
2024-12-11,22:13:00,330
2024-12-11,22:14:00,294
2024-12-11,22:17:00,213
2024-12-11,00:28:43,78
2024-12-11,00:29:42,75
2024-12-12,22:15:01,362
2024-12-12,22:16:00,361
2024-12-12,22:17:00,352
2024-12-12,22:19:00,288
2024-12-12,22:20:00,257
2024-12-12,22:21:00,230
2024-12-12,22:22:00,208
2024-12-12,22:23:00,188
2024-12-12,22:24:00,170
2024-12-12,22:25:00,153
2024-12-12,22:26:00,137
2024-12-12,22:27:00,121
2024-12-12,22:28:00,106
2024-12-12,22:31:00,66
2024-12-12,22:32:00,54
2024-12-12,22:30:00,79
2024-12-12,08:41:19,60
2024-12-16,10:15:09,57
2024-12-16,10:14:09,61
2024-12-16,22:12:00,356
2024-12-16,22:15:00,261
2024-12-16,22:16:00,235
2024-12-16,22:17:00,213
2024-12-16,22:19:01,175
2024-12-16,22:20:00,158
2024-12-16,22:21:00,142
2024-12-16,22:22:01,126
2024-12-16,22:23:01,111
2024-12-16,22:25:01,83
2024-12-16,22:27:01,58
2024-12-16,22:11:00,365
2024-12-16,22:10:01,367
2024-12-16,09:29:09,55
2024-12-16,09:28:09,55
2024-12-17,22:27:03,228
2024-12-17,22:28:03,208
2024-12-17,22:29:03,189
2024-12-17,22:30:03,172
2024-12-17,22:31:03,156
2024-12-17,22:32:03,139
2024-12-17,22:33:03,124
2024-12-17,22:34:03,110
2024-12-17,22:35:03,96
2024-12-17,22:36:03,83
2024-12-17,22:38:03,59
2024-12-17,22:26:03,250
2024-12-17,22:25:03,277
2024-12-17,22:23:03,345
2024-12-17,22:24:03,309
2024-12-17,17:31:27,83
2024-12-17,22:20:03,385
2024-12-17,22:21:03,384
2024-12-17,22:22:03,374
2024-12-17,08:15:28,176
2024-12-17,08:16:27,174
2024-12-17,08:18:28,66
2024-12-18,22:37:16,400
2024-12-18,22:39:17,382
2024-12-18,22:40:17,350
2024-12-18,22:41:17,314
2024-12-18,22:44:17,236
2024-12-18,22:45:17,216
2024-12-18,22:47:16,181
2024-12-18,22:48:17,165
2024-12-18,22:49:16,149
2024-12-18,22:51:16,120
2024-12-18,22:52:16,106
2024-12-18,22:53:16,92
2024-12-18,22:54:17,80
2024-12-18,22:55:16,67
2024-12-18,22:42:17,283
2024-12-18,04:27:27,80
2024-12-18,04:30:35,89
2024-12-18,04:32:35,62
2024-12-18,07:45:16,210
2024-12-18,07:46:16,190
2024-12-18,07:47:16,158
2024-12-18,07:43:16,215
2024-12-18,07:49:16,104
2024-12-18,07:50:16,83
2024-12-18,07:51:16,64
2024-12-18,07:48:16,129
2024-12-19,22:48:43,387
2024-12-19,22:49:42,385
2024-12-19,22:50:42,365
2024-12-19,22:51:42,328
2024-12-19,22:53:42,262
2024-12-19,22:54:42,237
2024-12-19,22:55:42,216
2024-12-19,22:56:42,196
2024-12-19,22:57:42,178
2024-12-19,22:58:42,160
2024-12-19,22:59:42,144
2024-12-19,23:00:42,128
2024-12-19,23:01:42,113
2024-12-19,23:03:42,84
2024-12-19,23:04:42,71
2024-12-19,23:05:42,57
2024-12-19,03:46:48,210
2024-12-19,03:47:48,200
2024-12-19,03:48:48,170
2024-12-19,03:49:48,137
2024-12-19,03:50:48,109
2024-12-19,03:52:47,66
2024-12-19,03:45:48,210
2024-12-19,03:08:24,139
2024-12-19,06:11:24,165
2024-12-19,07:30:37,263
2024-12-19,07:31:38,240
2024-12-19,07:32:37,205
2024-12-19,07:34:37,150
2024-12-19,07:35:37,129
2024-12-19,07:36:37,110
2024-12-19,07:37:37,93
2024-12-19,07:39:37,61
2024-12-19,07:29:38,266
2024-12-23,22:49:27,431
2024-12-23,22:50:26,428
2024-12-23,22:51:26,414
2024-12-23,22:52:26,382
2024-12-23,22:53:26,345
2024-12-23,22:54:26,314
2024-12-23,22:55:26,288
2024-12-23,22:56:26,265
2024-12-23,22:57:26,245
2024-12-23,22:58:26,227
2024-12-23,23:00:26,193
2024-12-23,23:01:26,178
2024-12-23,23:02:27,164
2024-12-23,23:03:26,150
2024-12-23,23:04:26,137
2024-12-23,23:05:26,125
2024-12-23,23:06:26,112
2024-12-23,23:08:26,89
2024-12-23,23:09:27,78
2024-12-23,23:10:26,67
2024-12-23,23:11:26,57
2024-12-24,22:23:00,108
2024-12-24,22:25:00,79
2024-12-24,22:26:00,66
2024-12-24,22:27:00,53
2024-12-24,22:20:00,156
2024-12-24,22:18:00,192
2024-12-24,22:15:00,261
2024-12-24,22:16:00,234
2024-12-24,22:10:01,368
2024-12-24,22:12:00,358
2024-12-24,22:14:00,293
2024-12-24,00:00:26,51
2024-12-24,00:01:26,52
2024-12-24,00:03:26,52
2024-12-24,00:08:26,53
2024-12-24,00:13:26,53
2024-12-25,22:39:25,66
2024-12-25,22:40:25,62
2024-12-25,22:41:25,54
2024-12-26,22:55:04,67
2024-12-26,17:00:51,141
2024-12-26,22:34:04,435
2024-12-26,22:35:04,439
2024-12-26,22:36:04,430
2024-12-26,22:37:04,402
2024-12-26,22:38:04,364
2024-12-26,22:40:04,301
2024-12-26,22:41:04,276
2024-12-26,22:42:04,255
2024-12-26,22:43:04,236
2024-12-26,22:44:04,219
2024-12-26,22:45:04,202
2024-12-26,22:47:04,171
2024-12-26,22:48:04,156
2024-12-26,22:49:04,142
2024-12-26,22:50:04,128
2024-12-26,22:53:04,90
2024-12-26,22:39:04,330
2024-12-26,22:54:04,78
2024-12-30,16:41:17,518
2024-12-30,16:42:16,519
